order	patch_no	decision	category	sha256	filename	reason
33	505	keep	hardened	104ac5e030f67199187175e66f25e79e4f8d624f4043f8832f5d983e842a1b03	hardened-bug80024.patch	
34	506	keep	hardened	cc019868e5ae0a297e8d46530f1be806781aa1f8c02b28d4707c7e56914714fc	hardened-bug70091.patch	
35	507	keep	hardened	a28e616020c8194869285be819dd946b21b0875a744ef4865a769797b803ced3	hardened-bug80682.patch	
36	508	keep	hardened	99132428d1c119ce73e3525379bf6acd85376fb8a69ded9dcf856d05f64f5179	hardened-bug75776.patch	
37	509	keep	hardened	a92cc9021d1fd47af97f9a837296a72bd4b9fcedde27062065300f0771dd598b	hardened-bug80880.patch	
38	510	keep	hardened	c66ec94249444928e0b0d794b30d6ecc26a1ce323fa147747f25294d16536508	hardened-bug80719.patch	
39	511	keep	hardened	5fccf047e042e9e54a67d393958345ac5044b6c53bbd41c5cc6efccb5484ec41	hardened-bug80838.patch	
40	512	keep	hardened	acaa8046eb2ed4893aa4e48bef2c8d74678b2d10ca74390de86cbe13c2767fc2	hardened-bug80763.patch	
41	513	keep	hardened	c26410f98adf587c629792142962b38b358202851567f0ef7e9a4f8833d7cd80	hardened-bug80783.patch	
42	514	keep	hardened	a706ab75b8610f2bb162d25119274bc30a2c8c40e1390e371416ea99d8738263	hardened-bug80950.patch	
43	515	keep	hardened	0c36f1c38bf661d043d088fd299ce014e3574966613997ba2632bae776713e9f	hardened-bug80889.patch	
44	516	keep	hardened	ca7520fab1ea8f000214a4f2e49343ff133063744cef3207ed8b24150345b8b3	hardened-bug80774.patch	
45	517	keep	hardened	5537bd687e24926cde71a54aadc786de6f8db7561b7da0ce9b0a9bbcfb14473e	hardened-bug80747.patch	
46	518	keep	hardened	10f643ed7f83a4bcd150e70085446ceb6585c732fd89c7475f805682f59d921d	hardened-bug79812.patch	
47	519	keep	hardened	68441f48811b9166acf0a9bcbfb95c6996be429f711f380b1648e63312fc68e4	hardened-bug75850.patch	
48	520	keep	hardened	79160e964612f8f7f2c521453564e21553e96d6b1551bf594c59eb0fb5bd63ec	hardened-bug51903.patch	
49	521	keep	hardened	39dc8c7b7a305b834620bdd87177ca6d579aa3a07f9a3676f17a80d9904c5763	hardened-bug78680.patch	
50	522	keep	hardened	e7622a80c8f7d21808b73fe03d11ecfbe2476567d27954efd06ecc481beda3c5	hardened-bug80757.patch	
51	523	keep	hardened	c4d45bde42b7db59b650f3ab4d93379a41e6988602a4bc5044a08ccb4cf51694	hardened-bug80648.patch	
52	524	keep	hardened	3638d2920025f505d4123b79267ff012e503caf4c70412b019045956487ad2a3	hardened-bug78719.patch	
53	525	keep	hardened	bc8b071e3cf47cd4e2b8ea75f71a60a2d2c089cee4f5130f06d2f3ff85adf87b	hardened-bug74779.patch	
54	526	keep	hardened	d6c4bf7eed7ce504b81753f7d614d9e1c39068d06c1d0f716612a863a44daedf	hardened-bug80915.patch	
55	527	keep	hardened	ada189115e8f1061804f6289127cf5ce4fe071778e6dd913fbe821468db5ba30	hardened-bug53467.patch	
56	528	keep	hardened	6bab60fd006056ee52c3a0ae7fd8bb10ae049df3d36c29e3f80baa8349cf147d	hardened-bug73533.patch	
57	529	keep	hardened	401d52d10f6e8a9fb0c85fafd9535b20093ca627742ba6bc4482852741baf860	hardened-bug80817.patch	
58	530	keep	hardened	e1417f86f9ae4c5a30eb8ccf139de67f3ea3dfd45bf39e2ae78c12c23da383e2	hardened-bug80654.patch	
59	531	keep	hardened	b974b00edb1a208fd8324130ba145fa4b4a55d30b89f6f5642cdf66961a6399f	hardened-bug66783.patch	
60	532	keep	hardened	fcc31a5380136251931f7b6318cdd34468c2f8765a9cec23289a876c9caf22a0	hardened-bug80781.patch	
61	533	keep	hardened	7411c98ab978dab4bad81ede2cb688dbd43628ad0a060bb2017fcccbf3215da3	hardened-bug80771.patch	
62	534	keep	hardened	694faa40d9abd6f71aae1d01ea3cf399b0e4c0497103109c0493ee8026735ddc	hardened-bug69668.patch	
63	535	keep	hardened	ec8695e3ea7eb4642e7d34330046fbb81a7ebf9ed79f755aadb09564b23d0e16	hardened-72595.patch	
64	536	keep	hardened	10eb8d91f8259d70a84b5327e46138db72490ba5d0adf738b185fc33350d8150	hardened-74544.patch	
65	537	keep	hardened	87c2be0799a10cb63ccb43191ec9121053bb18b9ddab615049a1ebd2dc5f84d6	hardened-81294.patch	
66	538	keep	hardened	d5343c7bf3cea0f8a43b9c9466f2cf5e2b220003e9407c04819f6de4697ecd0a	hardened-81283.patch	
67	539	keep	hardened	4aa96b481757c17239511dead27d733af7ce3e57a8d9cdf116012580550ac4fb	hardened-80849.patch	
68	540	keep	hardened	ef27945d57b80cfda208fe4711e9670a3b7a11e0ee7ac0603d0268f4310422db	hardened-81305.patch	
69	541	keep	hardened	ccbf53869ec0a044bbe5a9dfc17e828b95112fd867d18037d4adfaa10df716f7	hardened-66719.patch	
70	542	keep	hardened	0f4abd7b639212f30c04b64c2cf0bc91ed5f3dc0183a40c849f38b6b3712c2e7	hardened-81252.patch	
71	543	keep	hardened	d5634d02e50baf25271a0887c6170d2cf8a865e29cdee2e80bae9152cbe819bf	hardened-72146.patch	
72	544	keep	hardened	d95535fa4a902a4ce03b2f974504cc05edba203db76195e589bc090c8740ff20	hardened-51498.patch	
73	545	keep	CVE	d53d2323bf0da6499a6e9cce290c18cc170b822dc4801aea2ebb3ef99929fa6c	php-7.3-CVE-2022-31626.patch	
74	546	keep	CVE	f255a885045fd72f848e2e600d5f8257f75cf92277331b0f254e15d933c6b253	php-7.3-CVE-2022-31625.patch	
75	547	keep	CVE	7bd53fa03a521c17232f1cf631954119d084e8669a67227a1eeabc5d749f1bb7	php-upstream-CVE-2022-31629.patch	
76	548	keep	CVE	5f54ac5334cd54480ac9d454052e445b1511e40e9c551defdb54d5fe8efd7cf8	php-7-CVE-2022-31628.patch	
77	549	keep	CVE	6baddd232fef4fb881955e9424ae6896ed62258fa2bba2daaaca72e3c06a336b	php-7.4-CVE-2022-37454.patch	
78	550	keep	CVE	cd0cedb0b9033627674acad6c8f105fb6fa1bfd88d2ad2fec2f78c26282deaa6	php-upstream-CVE-2022-31631.patch	
79	551	keep	CVE	cba206ddb91d8e9e23fc1642aee77c03d0298495d19a7fa60ec5652a07576024	upstream-CVE-2023-0568.patch	
80	552	keep	CVE	043a0722cab8559ed1a9fa6a92ebcaede30bb9e51901cdc576ceb78d0efa6787	php-7.0-CVE-2023-0662.patch	
81	553	keep	CVE	b0009da9683d3b918f5b2170b86ff5187683024d03f78edca478569dc0e417a4	upstream-CVE-2023-0567.patch	
82	554	keep	CVE	7dedb780e52a01bd9de84eaaf8a3406655b218211f15410219c75187fc6e36c4	php-7.3-CVE-2023-3823.patch	
83	555	keep	CVE	1d5db885f62c714b7504baa35e1b57fb819b0a2882eefb870e59877d2e344100	php-upstream-CVE-2023-3824.patch	
84	556	keep	CVE	62ab149637c316d14d75ba55e76b7bf7a65d7485e492b730cc2aa11a67512fc6	php-7.1-CVE-2023-3247.patch	
85	557	keep	CVE	2f5b76f22f954ebb2321e43a604e791499970cfcd95338e1ff3bb69231cfaf30	php7.2-CVE-2024-3096.patch	
86	558	keep	CVE	c1b0888857df94e35f02c1382b26953210cf6ab10d6b82ff690293b27d098924	php-7.3-CVE-2024-2756.patch	
87	559	keep	CVE	96ec3d49aa98a5ce67f081bbe5aa8ba4cc3cd0bc84e2571e74f5f1946ca4779f	php-7.4.19-CVE-2024-5458.patch	
88	560	keep	CVE	ea097c8af63806a2798c6f01ea0cf4904b9f9b1d46ceb18d0ffe05d9f9f9b9b3	php-7.3-CVE-2024-8925.patch	
89	561	keep	CVE	699324f2f8d70b81a933be46f26f8a9582adf5ace75a4c33d0872103c4af8da4	php-8.1-CVE-2024-8927.patch	
90	562	keep	CVE	b3a3f0b3536a437b82edae39206f53e9abc1c23c91dd7c222ef92e3f1d4a32e9	php-8.2-CVE-2024-11233.patch	
91	563	skip	build/packaging	92a462b202d713d32be6148b9fdaacb3601acd64faa64c24f3b78b586bdc73f8	fix-bug-74960.patch	build/packaging glue, not a source security/bug backport
92	564	keep	CVE	db7c0ac75e152bb2c9a937652cd513cef194e20ad40d5fcd2cc3b7acb1bb6627	php-7.4.19-CVE-2024-11234.patch	
93	565	keep	CVE	5afe3e5fa5093e61747a83eae871e01d21fa5480d354e18d5ac86f2e42acb995	php-7.3-CVE-2024-11236.patch	
94	566	keep	CVE	f21f015f802b10ad8a0eb3db4386784959cac59023c0178b303fcb966da84ff6	php-7.3-CVE-2024-8929.patch	
95	567	keep	CVE	2ecdc8dde380fa3678a807e47f45b6af36845a023ef478ea46046846457e5cd2	php-7.3-CVE-2017-8923.patch	
96	568	keep	CVE	558ef04d4fc8a6f33a97014c66a9f8d30f8dfefdbbd832ddaaefa3afd43cc8c6	php-7.3-CVE-2017-9118.patch	
97	569	keep	CVE	67d7b1567811b7c8cc01c0c82e0cb0a2a4e997e817846c89f9b615e705c169d4	php-8.0-CVE-2025-1219.patch	
98	570	keep	CVE	80c4accbefa25111be348fc1df0f843c350cafa21fe908caa6f2d2aac55cfafb	php-7.3-CVE-2025-1217_CVE-2025-1734_CVE-2025-1861.patch	
99	571	keep	CVE	3263c703ccefe2f80b45602977f2331cd3d0d405be40e6e8a4e32d1920f1aca0	php74-CVE-2025-1220.patch	
100	572	keep	CVE	cc2e2cbf7cde55ff9b2657a81b0e31324edff8a267fffc2552737b9b5f110081	php74-CVE-2025-6491.patch	
101	573	keep	CVE	eb20f44fdacbe76e801e6bbecb936b2f7f0faa1aae918ac63401476b3b5b1068	CVE-2025-14178.patch	
102	574	keep	CVE	dc56e2d8c3bccbd8d344caa7341e98641c16b3671d2d29356c025238bbda55bd	CVE-2025-1736.patch	
103	16	skip	build/packaging	43aaf59ac4a59b985f033238729a77c21e8bb4231e411c2285b138caea338a52	0016-Fix-libxml2-v2.15.0-compatibility.patch	build/packaging glue, not a source security/bug backport
104	1100	keep	CVE	99fb48bf14b39a5359a74033eef61739c5f38bb88acbb56caa7fd90817531b31	php-7.3-CVE-2026-6722.patch	
105	1101	keep	CVE	3553f397924681c65a62b60e1b9de7b8bd165fdc59592f417c5a60fa44d08e93	php-7.3-CVE-2026-7262.patch	
106	1102	keep	CVE	b57901d98d5fd6910503c7cd2a05ee4cb79b04d4b1eb70cf200d0f97372c9bae	php-7.3-CVE-2026-6735.patch	
107	1103	keep	CVE	00d5e0310bc42d4c342d65b2e3871d2bbfeef322ea6742c620fcc2e909606ee2	php-7.3-CVE-2026-7261.patch	
108	1104	keep	CVE	6dab06a4696205e56d8482fd0b3f3244f1398369e547b0b3098564e109836f4e	php-7.3-CVE-2026-7568.patch	
109	1105	keep	CVE	3e95ef82a2777a39e370fc9c548a33dee501a875be518d54bd04cae8edb2c1af	php-7.3-CVE-2026-14355.patch	
110	1106	skip	build/packaging	496715a81286680ffd5575d37b62dd017d4f55891bb28e0cafd490271d98b39c	php-7.3.33-caching-sha2-password.patch	build/packaging glue, not a source security/bug backport
